"","Model","RMSE","AUC","Lift_5","Accuracy","Recall","Precision","Specificity","F1_Score"
"1","CoopLearn_r0.7_g6_p30",0.288103658030018,0.801062369929081,6.21241803177529,0.8714545200503,0.590574374079529,0.384467881112176,0.900895338067305,0.465737514518002
