cluster,n_train,response_train,n_test,response_test,col_3_mean,col_4_log_mean,col_4_mean,col_17,auc_train,auc_test
1,706,0.42492917847025496,195,0.4,240.25860155382907,3.583753121001892,96.62264150943396,3.993340732519423,0.7383990147783251,0.6512163050624589
2,11031,0.10642734112954401,2799,0.10610932475884244,215.91937816341286,4.280305247374442,201.953579175705,1.1733188720173535,0.7995056738965156,0.7796671753506286
3,6675,0.040749063670411985,1610,0.03850931677018633,208.92263126131564,2.222772716416161,10.551599275799639,1.0,0.6504105956766588,0.6475577227640242
