"","Model","RMSE","AUC","Lift_5","Accuracy","Recall","Precision","Specificity","F1_Score"
"1","CoopLearn_r2_g6_p30",0.291173758754729,0.800813879627024,6.06520433433985,0.869917563224815,0.592047128129602,0.380681818181818,0.899042914479778,0.463400576368876
