"","Model","RMSE","AUC","Lift_5","Accuracy","Recall","Precision","Specificity","F1_Score"
"1","CoopLearn_r1_g6_p30",0.289499532466476,0.800515827672771,6.12408981331403,0.870895626659215,0.590574374079529,0.382999044890162,0.900277863538129,0.464658169177289
